driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,FastestLapSpeed,statusId
norris,mclaren,4,8,11,11,0,51,,,31.0,13.0,1:34.116,222.121,+1 Lap
raikkonen,alfa,7,13,12,12,0,51,,,50.0,9.0,1:33.190,224.328,+1 Lap
grosjean,haas,8,10,13,13,0,51,,,18.0,16.0,1:34.988,220.082,+1 Lap
giovinazzi,alfa,99,11,14,14,0,51,,,51.0,6.0,1:32.369,226.322,+1 Lap
kevin_magnussen,haas,20,19,15,15,0,51,,,49.0,3.0,1:31.732,227.894,+1 Lap
russell,williams,63,18,16,16,0,50,,,27.0,18.0,1:35.458,218.998,+2 Laps
kubica,williams,88,0,17,17,0,50,,,44.0,19.0,1:36.332,217.012,+2 Laps
max_verstappen,red_bull,33,5,18,R,0,14,,,10.0,20.0,1:37.249,214.965,Brakes
ricciardo,renault,3,16,19,D,0,51,,,48.0,11.0,1:33.481,223.630,Disqualified
hulkenberg,renault,27,15,20,D,0,51,,,47.0,15.0,1:34.921,220.237,Disqualified
hamilton,mercedes,44,3,1,1,25,71,1:36:48.904,5808904.0,66.0,4.0,1:19.461,194.993,Finished
vettel,ferrari,5,2,2,2,18,71,+1.766,5810670.0,68.0,3.0,1:19.381,195.190,Finished
bottas,mercedes,77,6,3,3,15,71,+3.553,5812457.0,66.0,5.0,1:19.494,194.912,Finished
leclerc,ferrari,16,1,4,4,13,71,+6.368,5815272.0,53.0,1.0,1:19.232,195.557,Finished
albon,red_bull,23,5,5,5,10,71,+21.399,5830303.0,48.0,2.0,1:19.325,195.328,Finished
max_verstappen,red_bull,33,4,6,6,8,71,+1:08.807,5877711.0,65.0,11.0,1:20.406,192.702,Finished
perez,racing_point,11,11,7,7,6,71,+1:13.819,5882723.0,70.0,12.0,1:20.485,192.512,Finished
ricciardo,renault,3,13,8,8,4,71,+1:14.924,5883828.0,53.0,9.0,1:20.146,193.327,Finished
gasly,toro_rosso,10,10,9,9,2,70,,,53.0,6.0,1:19.530,194.824,+1 Lap
hulkenberg,renault,27,12,10,10,1,70,,,59.0,14.0,1:20.791,191.783,+1 Lap
kvyat,toro_rosso,26,9,11,11,0,70,,,48.0,7.0,1:19.905,193.910,+1 Lap
stroll,racing_point,18,16,12,12,0,70,,,68.0,15.0,1:20.922,191.473,+1 Lap
sainz,mclaren,55,7,13,13,0,70,,,66.0,10.0,1:20.311,192.929,+1 Lap
giovinazzi,alfa,99,15,14,14,0,70,,,65.0,16.0,1:21.014,191.255,+1 Lap
kevin_magnussen,haas,20,17,15,15,0,69,,,53.0,20.0,1:21.682,189.691,+2 Laps
russell,williams,63,19,16,16,0,69,,,69.0,17.0,1:21.286,190.615,+2 Laps
grosjean,haas,8,18,17,17,0,69,,,68.0,18.0,1:21.581,189.926,+2 Laps
kubica,williams,88,20,18,18,0,69,,,63.0,13.0,1:20.696,192.009,+2 Laps
raikkonen,alfa,7,14,19,R,0,58,,,55.0,8.0,1:20.082,193.481,Overheating
norris,mclaren,4,8,20,R,0,48,,,46.0,19.0,1:21.643,189.782,Withdrew
bottas,mercedes,77,1,1,1,25,56,1:33:55.653,5635653.0,37.0,2.0,1:36.957,204.696,Finished
hamilton,mercedes,44,5,2,2,18,56,+4.148,5639801.0,26.0,7.0,1:38.446,201.600,Finished
max_verstappen,red_bull,33,3,3,3,15,56,+5.002,5640655.0,42.0,5.0,1:38.214,202.077,Finished
leclerc,ferrari,16,4,4,4,13,56,+52.239,5687892.0,44.0,1.0,1:36.169,206.374,Finished
albon,red_bull,23,6,5,5,10,56,+1:18.038,5713691.0,42.0,3.0,1:38.029,202.458,Finished
ricciardo,renault,3,9,6,6,8,56,+1:30.366,5726019.0,28.0,14.0,1:40.564,197.354,Finished
norris,mclaren,4,8,7,7,6,56,+1:30.764,5726417.0,44.0,4.0,1:38.074,202.365,Finished
sainz,mclaren,55,7,8,8,4,55,,,44.0,15.0,1:40.844,196.806,+1 Lap
hulkenberg,renault,27,11,9,9,2,55,,,47.0,6.0,1:38.437,201.619,+1 Lap
perez,racing_point,11,0,10,10,1,55,,,34.0,11.0,1:40.165,198.141,+1 Lap
raikkonen,alfa,7,17,11,11,0,55,,,46.0,9.0,1:39.608,199.249,+1 Lap
kvyat,toro_rosso,26,13,12,12,0,55,,,41.0,8.0,1:38.969,200.535,+1 Lap
stroll,racing_point,18,14,13,13,0,55,,,42.0,13.0,1:40.380,197.716,+1 Lap
giovinazzi,alfa,99,16,14,14,0,55,,,41.0,10.0,1:39.964,198.539,+1 Lap
grosjean,haas,8,15,15,15,0,55,,,52.0,18.0,1:41.270,195.979,+1 Lap
gasly,toro_rosso,10,10,16,16,0,54,,,31.0,16.0,1:40.850,196.795,Suspension
russell,williams,63,18,17,17,0,54,,,54.0,17.0,1:41.239,196.039,+2 Laps
kevin_magnussen,haas,20,12,18,18,0,52,,,42.0,12.0,1:40.347,197.781,Brakes
kubica,williams,88,19,19,R,0,31,,,22.0,20.0,1:43.830,191.147,Oil leak
vettel,ferrari,5,2,20,R,0,7,,,6.0,19.0,1:42.165,194.262,Suspension
max_verstappen,red_bull,33,1,1,1,25,71,1:33:14.678,5594678.0,61.0,2.0,1:10.862,218.909,Finished
gasly,toro_rosso,10,6,2,2,18,71,+6.077,5600755.0,65.0,9.0,1:12.425,214.185,Finished
sainz,mclaren,55,20,3,3,15,71,+8.896,5603574.0,63.0,16.0,1:13.158,212.039,Finished
raikkonen,alfa,7,8,4,4,12,71,+9.452,5604130.0,65.0,15.0,1:13.135,212.106,Finished
giovinazzi,alfa,99,12,5,5,10,71,+10.201,5604879.0,49.0,14.0,1:13.020,212.440,Finished
ricciardo,renault,3,11,6,6,8,71,+10.541,5605219.0,44.0,11.0,1:12.733,213.278,Finished
hamilton,mercedes,44,3,7,7,6,71,+11.139,5605817.0,46.0,3.0,1:11.082,218.232,Finished
norris,mclaren,4,10,8,8,4,71,+11.204,5605882.0,63.0,7.0,1:12.328,214.472,Finished
perez,racing_point,11,15,9,9,2,71,+11.529,5606207.0,64.0,12.0,1:12.840,212.965,Finished
kvyat,toro_rosso,26,16,10,10,1,71,+11.931,5606609.0,49.0,8.0,1:12.385,214.304,Finished
kevin_magnussen,haas,20,9,11,11,0,71,+12.732,5607410.0,65.0,17.0,1:13.262,211.738,Finished
russell,williams,63,18,12,12,0,71,+13.599,5608277.0,57.0,19.0,1:13.752,210.331,Finished
grosjean,haas,8,7,13,13,0,71,+14.247,5608925.0,29.0,18.0,1:13.619,210.711,Finished
albon,red_bull,23,5,14,14,0,71,+14.927,5609605.0,52.0,4.0,1:11.087,218.217,Finished
hulkenberg,renault,27,13,15,15,0,71,+18.059,5612737.0,64.0,13.0,1:12.934,212.690,Finished
kubica,williams,88,19,16,16,0,70,,,63.0,20.0,1:14.553,208.072,+1 Lap
vettel,ferrari,5,2,17,17,0,65,,,51.0,5.0,1:11.384,217.309,Collision
leclerc,ferrari,16,14,18,18,0,65,,,63.0,6.0,1:11.423,217.190,Collision
stroll,racing_point,18,17,19,19,0,65,,,65.0,10.0,1:12.603,213.660,Suspension
bottas,mercedes,77,4,20,R,0,51,,,43.0,1.0,1:10.698,219.417,Power Unit
hamilton,mercedes,44,1,1,1,26,55,1:34:05.715,5645715.0,53.0,1.0,1:39.283,201.387,Finished
max_verstappen,red_bull,33,2,2,2,18,55,+16.772,5662487.0,55.0,5.0,1:41.119,197.731,Finished
leclerc,ferrari,16,3,3,3,15,55,+43.435,5689150.0,44.0,4.0,1:40.442,199.064,Finished
bottas,mercedes,77,20,4,4,12,55,+44.379,5690094.0,31.0,2.0,1:39.715,200.515,Finished
vettel,ferrari,5,4,5,5,10,55,+1:04.357,5710072.0,55.0,3.0,1:40.128,199.688,Finished
albon,red_bull,23,5,6,6,8,55,+1:09.205,5714920.0,49.0,8.0,1:42.219,195.603,Finished
perez,racing_point,11,10,7,7,6,54,,,39.0,11.0,1:42.639,194.803,+1 Lap
norris,mclaren,4,6,8,8,4,54,,,50.0,12.0,1:43.026,194.071,+1 Lap
kvyat,toro_rosso,26,13,9,9,2,54,,,42.0,9.0,1:42.222,195.597,+1 Lap
sainz,mclaren,55,8,10,10,1,54,,,43.0,7.0,1:41.294,197.389,+1 Lap
ricciardo,renault,3,7,11,11,0,54,,,51.0,6.0,1:41.190,197.592,+1 Lap
hulkenberg,renault,27,9,12,12,0,54,,,52.0,16.0,1:43.274,193.605,+1 Lap
raikkonen,alfa,7,17,13,13,0,54,,,25.0,14.0,1:43.142,193.853,+1 Lap
kevin_magnussen,haas,20,14,14,14,0,54,,,22.0,19.0,1:43.790,192.642,+1 Lap
grosjean,haas,8,15,15,15,0,54,,,33.0,18.0,1:43.666,192.873,+1 Lap
giovinazzi,alfa,99,16,16,16,0,54,,,28.0,15.0,1:43.256,193.639,+1 Lap
russell,williams,63,18,17,17,0,54,,,50.0,13.0,1:43.074,193.981,+1 Lap
gasly,toro_rosso,10,11,18,18,0,53,,,53.0,10.0,1:42.414,195.231,+2 Laps
kubica,williams,88,19,19,19,0,53,,,51.0,20.0,1:44.500,191.333,+2 Laps
stroll,racing_point,18,12,20,R,0,45,,,25.0,17.0,1:43.326,193.507,Brakes
bottas,mercedes,77,1,1,1,25,71,1:30:55.739,5455739.0,68.0,2.0,1:07.657,229.758,Finished
leclerc,ferrari,16,7,2,2,18,71,+2.700,5458439.0,64.0,4.0,1:07.901,228.933,Finished
norris,mclaren,4,3,3,3,16,71,+5.491,5461230.0,71.0,1.0,1:07.475,230.378,Finished
hamilton,mercedes,44,5,4,4,12,71,+5.689,5461428.0,67.0,3.0,1:07.712,229.572,Finished
sainz,mclaren,55,8,5,5,10,71,+8.903,5464642.0,63.0,5.0,1:07.974,228.687,Finished
perez,racing_point,11,6,6,6,8,71,+15.092,5470831.0,63.0,6.0,1:08.305,227.579,Finished
gasly,alphatauri,10,12,7,7,6,71,+16.682,5472421.0,64.0,11.0,1:09.025,225.205,Finished
ocon,renault,31,14,8,8,4,71,+17.456,5473195.0,64.0,10.0,1:08.932,225.509,Finished
giovinazzi,alfa,99,18,9,9,2,71,+21.146,5476885.0,70.0,9.0,1:08.796,225.954,Finished
vettel,ferrari,5,11,10,10,1,71,+24.545,5480284.0,71.0,8.0,1:08.623,226.524,Finished
latifi,williams,6,20,11,11,0,71,+31.650,5487389.0,63.0,16.0,1:09.662,223.146,Finished
kvyat,alphatauri,26,13,12,12,0,69,,,50.0,13.0,1:09.135,224.847,Suspension
albon,red_bull,23,4,13,13,0,67,,,50.0,7.0,1:08.432,227.156,Electronics
raikkonen,alfa,7,19,14,R,0,53,,,48.0,12.0,1:09.031,225.185,Wheel
russell,williams,63,17,15,R,0,49,,,49.0,14.0,1:09.317,224.256,Fuel pressure
grosjean,haas,8,15,16,R,0,49,,,46.0,17.0,1:10.228,221.347,Brakes
kevin_magnussen,haas,20,16,17,R,0,24,,,23.0,20.0,1:10.720,219.807,Brakes
stroll,racing_point,18,9,18,R,0,20,,,4.0,18.0,1:10.326,221.039,Engine
ricciardo,renault,3,10,19,R,0,17,,,8.0,19.0,1:10.610,220.150,Overheating
max_verstappen,red_bull,33,2,20,R,0,11,,,5.0,15.0,1:09.351,224.146,Electronics
hamilton,mercedes,44,1,1,1,25,71,1:22:50.683,4970683.0,68.0,3.0,1:06.719,232.989,Finished
bottas,mercedes,77,4,2,2,18,71,+13.719,4984402.0,62.0,7.0,1:07.534,230.177,Finished
max_verstappen,red_bull,33,2,3,3,15,71,+33.698,5004381.0,70.0,2.0,1:06.145,235.010,Finished
albon,red_bull,23,6,4,4,12,71,+44.400,5015083.0,67.0,6.0,1:07.299,230.981,Finished
norris,mclaren,4,9,5,5,10,71,+1:01.470,5032153.0,66.0,5.0,1:07.193,231.345,Finished
perez,racing_point,11,17,6,6,8,71,+1:02.387,5033070.0,68.0,4.0,1:07.188,231.362,Finished
stroll,racing_point,18,12,7,7,6,71,+1:02.453,5033136.0,65.0,10.0,1:07.833,229.162,Finished
ricciardo,renault,3,8,8,8,4,71,+1:02.591,5033274.0,65.0,9.0,1:07.832,229.166,Finished
sainz,mclaren,55,3,9,9,3,70,,,68.0,1.0,1:05.619,236.894,+1 Lap
kvyat,alphatauri,26,13,10,10,1,70,,,60.0,13.0,1:08.378,227.336,+1 Lap
raikkonen,alfa,7,16,11,11,0,70,,,57.0,14.0,1:08.382,227.322,+1 Lap
kevin_magnussen,haas,20,15,12,12,0,70,,,69.0,11.0,1:08.009,228.569,+1 Lap
grosjean,haas,8,0,13,13,0,70,,,69.0,12.0,1:08.047,228.442,+1 Lap
giovinazzi,alfa,99,19,14,14,0,70,,,54.0,15.0,1:08.512,226.891,+1 Lap
gasly,alphatauri,10,7,15,15,0,70,,,69.0,8.0,1:07.827,229.183,+1 Lap
russell,williams,63,11,16,16,0,69,,,36.0,16.0,1:08.601,226.597,+2 Laps
latifi,williams,6,18,17,17,0,69,,,68.0,17.0,1:08.806,225.922,+2 Laps
ocon,renault,31,5,18,R,0,25,,,22.0,18.0,1:09.321,224.243,Overheating
leclerc,ferrari,16,14,19,R,0,4,,,3.0,19.0,1:35.379,162.979,Collision damage
vettel,ferrari,5,10,20,R,0,1,,,,,,,Collision damage
hamilton,mercedes,44,1,1,1,26,70,1:36:12.473,5772473.0,70.0,1.0,1:16.627,205.823,Finished
max_verstappen,red_bull,33,7,2,2,18,70,+8.702,5781175.0,60.0,4.0,1:19.184,199.176,Finished
bottas,mercedes,77,2,3,3,15,70,+9.452,5781925.0,66.0,2.0,1:17.665,203.072,Finished
stroll,racing_point,18,3,4,4,12,70,+57.579,5830052.0,68.0,3.0,1:18.973,199.708,Finished
albon,red_bull,23,13,5,5,10,70,+1:18.316,5850789.0,68.0,5.0,1:19.440,198.534,Finished
vettel,ferrari,5,5,6,6,8,69,,,49.0,14.0,1:20.363,196.254,+1 Lap
perez,racing_point,11,4,7,7,6,69,,,39.0,10.0,1:20.090,196.923,+1 Lap
ricciardo,renault,3,11,8,8,4,69,,,46.0,7.0,1:19.532,198.305,+1 Lap
sainz,mclaren,55,9,9,9,2,69,,,68.0,15.0,1:20.477,195.976,+1 Lap
kevin_magnussen,haas,20,0,10,10,1,69,,,67.0,6.0,1:19.457,198.492,+1 Lap
leclerc,ferrari,16,6,11,11,0,69,,,64.0,16.0,1:20.821,195.142,+1 Lap
kvyat,alphatauri,26,17,12,12,0,69,,,51.0,18.0,1:20.946,194.841,+1 Lap
norris,mclaren,4,8,13,13,0,69,,,42.0,8.0,1:19.945,197.280,+1 Lap
ocon,renault,31,14,14,14,0,69,,,40.0,13.0,1:20.261,196.503,+1 Lap
raikkonen,alfa,7,20,15,15,0,69,,,67.0,17.0,1:20.889,194.978,+1 Lap
grosjean,haas,8,0,16,16,0,69,,,61.0,12.0,1:20.232,196.574,+1 Lap
giovinazzi,alfa,99,19,17,17,0,69,,,44.0,11.0,1:20.096,196.908,+1 Lap
russell,williams,63,12,18,18,0,69,,,67.0,9.0,1:19.984,197.184,+1 Lap
latifi,williams,6,15,19,19,0,65,,,64.0,19.0,1:21.198,194.236,+5 Laps
gasly,alphatauri,10,10,20,R,0,15,,,10.0,20.0,1:23.939,187.893,Engine
hamilton,mercedes,44,1,1,1,25,52,1:28:01.283,5281283.0,45.0,3.0,1:29.238,237.652,Finished
max_verstappen,red_bull,33,3,2,2,19,52,+5.856,5287139.0,52.0,1.0,1:27.097,243.494,Finished
leclerc,ferrari,16,4,3,3,15,52,+18.474,5299757.0,49.0,9.0,1:29.813,236.130,Finished
ricciardo,renault,3,8,4,4,12,52,+19.650,5300933.0,49.0,5.0,1:29.482,237.004,Finished
norris,mclaren,4,5,5,5,10,52,+22.277,5303560.0,41.0,12.0,1:30.058,235.488,Finished
ocon,renault,31,9,6,6,8,52,+26.937,5308220.0,50.0,6.0,1:29.491,236.980,Finished
gasly,alphatauri,10,11,7,7,6,52,+31.188,5312471.0,52.0,7.0,1:29.603,236.684,Finished
albon,red_bull,23,12,8,8,4,52,+32.670,5313953.0,52.0,2.0,1:28.689,239.123,Finished
stroll,racing_point,18,6,9,9,2,52,+37.311,5318594.0,44.0,13.0,1:30.475,234.402,Finished
vettel,ferrari,5,10,10,10,1,52,+41.857,5323140.0,44.0,15.0,1:30.537,234.242,Finished
bottas,mercedes,77,2,11,11,0,52,+42.167,5323450.0,41.0,4.0,1:29.265,237.580,Finished
russell,williams,63,20,12,12,0,52,+52.004,5333287.0,41.0,16.0,1:30.862,233.404,Finished
sainz,mclaren,55,7,13,13,0,52,+53.370,5334653.0,47.0,10.0,1:29.948,235.776,Finished
giovinazzi,alfa,99,15,14,14,0,52,+54.205,5335488.0,49.0,17.0,1:30.977,233.109,Finished
latifi,williams,6,18,15,15,0,52,+54.549,5335832.0,44.0,14.0,1:30.501,234.335,Finished
grosjean,haas,8,17,16,16,0,52,+55.050,5336333.0,49.0,8.0,1:29.782,236.212,Finished
raikkonen,alfa,7,16,17,17,0,51,,,49.0,11.0,1:29.973,235.710,+1 Lap
kvyat,alphatauri,26,19,18,R,0,11,,,11.0,18.0,1:32.443,229.412,Accident
kevin_magnussen,haas,20,14,19,R,0,1,,,,,,,Collision
hulkenberg,racing_point,27,13,20,W,0,0,,,,,,,Power Unit
max_verstappen,red_bull,33,4,1,1,25,52,1:19:41.993,4781993.0,46.0,2.0,1:29.465,237.049,Finished
hamilton,mercedes,44,2,2,2,19,52,+11.326,4793319.0,43.0,1.0,1:28.451,239.766,Finished
bottas,mercedes,77,1,3,3,15,52,+19.231,4801224.0,44.0,4.0,1:29.765,236.256,Finished
leclerc,ferrari,16,8,4,4,12,52,+29.289,4811282.0,39.0,8.0,1:30.552,234.203,Finished
albon,red_bull,23,9,5,5,10,52,+39.146,4821139.0,46.0,3.0,1:29.477,237.017,Finished
stroll,racing_point,18,6,6,6,8,52,+42.538,4824531.0,45.0,15.0,1:30.877,233.365,Finished
hulkenberg,racing_point,27,3,7,7,6,52,+55.951,4837944.0,52.0,6.0,1:30.087,235.412,Finished
ocon,renault,31,14,8,8,4,52,+1:04.773,4846766.0,50.0,10.0,1:30.575,234.144,Finished
norris,mclaren,4,10,9,9,2,52,+1:05.544,4847537.0,49.0,11.0,1:30.698,233.826,Finished
kvyat,alphatauri,26,16,10,10,1,52,+1:09.669,4851662.0,52.0,12.0,1:30.738,233.723,Finished
gasly,alphatauri,10,7,11,11,0,52,+1:10.642,4852635.0,52.0,7.0,1:30.092,235.399,Finished
vettel,ferrari,5,11,12,12,0,52,+1:13.370,4855363.0,49.0,13.0,1:30.785,233.602,Finished
sainz,mclaren,55,12,13,13,0,52,+1:14.070,4856063.0,49.0,9.0,1:30.556,234.193,Finished
ricciardo,renault,3,5,14,14,0,51,,,39.0,16.0,1:31.168,232.621,+1 Lap
raikkonen,alfa,7,20,15,15,0,51,,,30.0,18.0,1:31.756,231.130,+1 Lap
grosjean,haas,8,13,16,16,0,51,,,51.0,14.0,1:30.793,233.581,+1 Lap
giovinazzi,alfa,99,19,17,17,0,51,,,37.0,19.0,1:31.826,230.954,+1 Lap
russell,williams,63,15,18,18,0,51,,,50.0,17.0,1:31.408,232.010,+1 Lap
latifi,williams,6,18,19,19,0,51,,,48.0,5.0,1:29.950,235.770,+1 Lap
kevin_magnussen,haas,20,17,20,R,0,43,,,39.0,20.0,1:31.830,230.944,Retired
hamilton,mercedes,44,1,1,1,25,66,1:31:45.279,5505279.0,63.0,2.0,1:19.822,209.942,Finished
max_verstappen,red_bull,33,3,2,2,18,66,+24.177,5529456.0,53.0,4.0,1:21.477,205.677,Finished
bottas,mercedes,77,2,3,3,16,66,+44.752,5550031.0,66.0,1.0,1:18.183,214.343,Finished
stroll,racing_point,18,5,4,4,12,65,,,56.0,8.0,1:22.024,204.306,+1 Lap
perez,racing_point,11,4,5,5,10,65,,,58.0,16.0,1:22.515,203.090,+1 Lap
sainz,mclaren,55,7,6,6,8,65,,,59.0,5.0,1:21.771,204.938,+1 Lap
vettel,ferrari,5,11,7,7,6,65,,,48.0,18.0,1:22.707,202.618,+1 Lap
albon,red_bull,23,6,8,8,4,65,,,41.0,11.0,1:22.194,203.883,+1 Lap
gasly,alphatauri,10,10,9,9,2,65,,,44.0,17.0,1:22.543,203.021,+1 Lap
norris,mclaren,4,8,10,10,1,65,,,56.0,13.0,1:22.392,203.393,+1 Lap
ricciardo,renault,3,13,11,11,0,65,,,51.0,14.0,1:22.464,203.215,+1 Lap
kvyat,alphatauri,26,12,12,12,0,65,,,47.0,12.0,1:22.336,203.531,+1 Lap
ocon,renault,31,15,13,13,0,65,,,65.0,10.0,1:22.174,203.933,+1 Lap
raikkonen,alfa,7,14,14,14,0,65,,,47.0,7.0,1:21.888,204.645,+1 Lap
kevin_magnussen,haas,20,16,15,15,0,65,,,64.0,19.0,1:23.474,200.757,+1 Lap
giovinazzi,alfa,99,20,16,16,0,65,,,47.0,6.0,1:21.801,204.863,+1 Lap
russell,williams,63,18,17,17,0,65,,,37.0,15.0,1:22.503,203.119,+1 Lap
latifi,williams,6,19,18,18,0,64,,,60.0,9.0,1:22.030,204.291,+2 Laps
grosjean,haas,8,17,19,19,0,64,,,64.0,3.0,1:20.409,208.409,+2 Laps
leclerc,ferrari,16,9,20,R,0,38,,,35.0,20.0,1:23.968,199.576,Electronics
hamilton,mercedes,44,1,1,1,25,44,1:24:08.761,5048761.0,28.0,2.0,1:47.758,233.990,Finished
bottas,mercedes,77,2,2,2,18,44,+8.448,5057209.0,27.0,5.0,1:47.983,233.503,Finished
max_verstappen,red_bull,33,3,3,3,15,44,+15.455,5064216.0,27.0,8.0,1:48.305,232.809,Finished
ricciardo,renault,3,4,4,4,13,44,+18.877,5067638.0,44.0,1.0,1:47.483,234.589,Finished
ocon,renault,31,6,5,5,10,44,+40.650,5089411.0,44.0,10.0,1:48.540,232.305,Finished
albon,red_bull,23,5,6,6,8,44,+42.712,5091473.0,27.0,12.0,1:48.736,231.886,Finished
norris,mclaren,4,10,7,7,6,44,+43.774,5092535.0,39.0,11.0,1:48.552,232.279,Finished
gasly,alphatauri,10,12,8,8,4,44,+47.371,5096132.0,29.0,3.0,1:47.839,233.815,Finished
stroll,racing_point,18,9,9,9,2,44,+52.603,5101364.0,34.0,13.0,1:49.136,231.036,Finished
perez,racing_point,11,8,10,10,1,44,+53.179,5101940.0,20.0,9.0,1:48.389,232.628,Finished
kvyat,alphatauri,26,11,11,11,0,44,+1:10.200,5118961.0,28.0,15.0,1:49.832,229.572,Finished
raikkonen,alfa,7,16,12,12,0,44,+1:11.504,5120265.0,28.0,14.0,1:49.822,229.593,Finished
vettel,ferrari,5,14,13,13,0,44,+1:12.894,5121655.0,31.0,16.0,1:49.958,229.309,Finished
leclerc,ferrari,16,13,14,14,0,44,+1:14.920,5123681.0,26.0,4.0,1:47.840,233.813,Finished
grosjean,haas,8,17,15,15,0,44,+1:16.793,5125554.0,28.0,17.0,1:50.018,229.184,Finished
latifi,williams,6,19,16,16,0,44,+1:17.795,5126556.0,32.0,6.0,1:48.048,233.362,Finished
kevin_magnussen,haas,20,20,17,17,0,44,+1:25.540,5134301.0,37.0,7.0,1:48.083,233.287,Finished
giovinazzi,alfa,99,18,18,R,0,9,,,9.0,19.0,1:51.793,225.545,Accident
russell,williams,63,15,19,R,0,9,,,5.0,18.0,1:51.754,225.624,Debris
sainz,mclaren,55,7,20,W,0,0,,,,,,,Exhaust
gasly,alphatauri,10,10,1,1,25,53,1:47:06.056,6426056.0,34.0,6.0,1:24.037,248.162,Finished
sainz,mclaren,55,3,2,2,18,53,+0.415,6426471.0,40.0,2.0,1:23.882,248.620,Finished
stroll,racing_point,18,8,3,3,15,53,+3.358,6429414.0,42.0,3.0,1:23.897,248.576,Finished
norris,mclaren,4,6,4,4,12,53,+6.000,6432056.0,50.0,7.0,1:24.232,247.587,Finished
bottas,mercedes,77,2,5,5,10,53,+7.108,6433164.0,51.0,5.0,1:23.961,248.386,Finished
ricciardo,renault,3,7,6,6,8,53,+8.391,6434447.0,38.0,4.0,1:23.898,248.573,Finished
hamilton,mercedes,44,1,7,7,7,53,+17.245,6443301.0,34.0,1.0,1:22.746,252.033,Finished
ocon,renault,31,12,8,8,4,53,+18.691,6444747.0,52.0,11.0,1:24.490,246.831,Finished
kvyat,alphatauri,26,11,9,9,2,53,+22.208,6448264.0,44.0,10.0,1:24.479,246.863,Finished
perez,racing_point,11,4,10,10,1,53,+23.224,6449280.0,50.0,8.0,1:24.336,247.282,Finished
latifi,williams,6,20,11,11,0,53,+32.876,6458932.0,39.0,16.0,1:24.999,245.353,Finished
grosjean,haas,8,16,12,12,0,53,+35.164,6461220.0,48.0,12.0,1:24.785,245.972,Finished
raikkonen,alfa,7,14,13,13,0,53,+36.312,6462368.0,29.0,13.0,1:24.835,245.827,Finished
russell,williams,63,19,14,14,0,53,+36.593,6462649.0,39.0,9.0,1:24.421,247.033,Finished
albon,red_bull,23,9,15,15,0,53,+37.533,6463589.0,48.0,15.0,1:24.926,245.564,Finished
giovinazzi,alfa,99,18,16,16,0,53,+55.199,6481255.0,43.0,14.0,1:24.856,245.766,Finished
max_verstappen,red_bull,33,5,17,R,0,30,,,10.0,17.0,1:25.539,243.804,Power Unit
leclerc,ferrari,16,13,18,R,0,23,,,19.0,19.0,1:26.026,242.424,Accident
kevin_magnussen,haas,20,15,19,R,0,17,,,10.0,18.0,1:25.787,243.099,Power Unit
vettel,ferrari,5,17,20,R,0,6,,,4.0,20.0,1:27.107,239.415,Brakes
hamilton,mercedes,44,1,1,1,26,59,2:19:35.060,8375060.0,58.0,1.0,1:18.833,239.518,Finished
bottas,mercedes,77,2,2,2,18,59,+4.880,8379940.0,53.0,2.0,1:19.432,237.712,Finished
albon,red_bull,23,4,3,3,15,59,+8.064,8383124.0,51.0,3.0,1:20.039,235.909,Finished
ricciardo,renault,3,8,4,4,12,59,+10.417,8385477.0,57.0,4.0,1:20.426,234.774,Finished
perez,racing_point,11,7,5,5,10,59,+15.650,8390710.0,59.0,5.0,1:20.632,234.175,Finished
norris,mclaren,4,11,6,6,8,59,+18.883,8393943.0,59.0,7.0,1:21.198,232.542,Finished
kvyat,alphatauri,26,12,7,7,6,59,+21.756,8396816.0,51.0,10.0,1:21.458,231.800,Finished
leclerc,ferrari,16,5,8,8,4,59,+28.345,8403405.0,50.0,9.0,1:21.229,232.453,Finished
raikkonen,alfa,7,13,9,9,2,59,+29.770,8404830.0,59.0,6.0,1:21.164,232.640,Finished
vettel,ferrari,5,14,10,10,1,59,+29.983,8405043.0,59.0,8.0,1:21.202,232.531,Finished
russell,williams,63,18,11,11,0,59,+32.404,8407464.0,58.0,11.0,1:21.645,231.269,Finished
grosjean,haas,8,15,12,12,0,59,+42.036,8417096.0,59.0,13.0,1:22.263,229.532,Finished
stroll,racing_point,18,6,13,R,0,42,,,42.0,12.0,1:22.068,230.077,Puncture
ocon,renault,31,10,14,R,0,7,,,6.0,15.0,2:11.793,143.270,Brakes
latifi,williams,6,19,15,R,0,6,,,6.0,14.0,2:11.365,143.736,Collision
kevin_magnussen,haas,20,20,16,R,0,5,,,4.0,17.0,2:13.812,141.108,Collision
giovinazzi,alfa,99,17,17,R,0,5,,,4.0,16.0,2:13.809,141.111,Collision
sainz,mclaren,55,9,18,R,0,5,,,5.0,18.0,2:14.103,140.802,Collision
max_verstappen,red_bull,33,3,19,R,0,0,,,,,,,Collision
gasly,alphatauri,10,16,20,R,0,0,,,,,,,Collision
bottas,mercedes,77,3,1,1,26,53,1:34:00.364,5640364.0,51.0,1.0,1:37.030,216.972,Finished
max_verstappen,red_bull,33,2,2,2,18,53,+7.729,5648093.0,53.0,3.0,1:37.332,216.298,Finished
hamilton,mercedes,44,1,3,3,15,53,+22.729,5663093.0,48.0,7.0,1:38.075,214.660,Finished
